,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight
1405,M,0.655,0.535,0.205,1.6445,0.7305,0.3595,0.46
1406,F,0.655,0.52,0.19,1.4545,0.6,0.3865,0.383
1407,M,0.655,0.49,0.175,1.3585,0.6395,0.294,0.365
1408,F,0.66,0.495,0.21,1.548,0.724,0.3525,0.3925
1409,F,0.66,0.515,0.17,1.337,0.615,0.3125,0.3575
1410,F,0.665,0.53,0.18,1.491,0.6345,0.342,0.435
1411,F,0.67,0.53,0.225,1.5615,0.63,0.487,0.3725
1412,F,0.67,0.505,0.175,1.0145,0.4375,0.271,0.3745
1413,M,0.675,0.545,0.185,1.7375,0.876,0.3135,0.469
1414,M,0.685,0.545,0.205,1.7925,0.8145,0.416,0.461
1415,F,0.695,0.565,0.19,1.7635,0.7465,0.399,0.4975
1416,F,0.7,0.545,0.13,1.556,0.6725,0.374,0.195
1417,M,0.705,0.565,0.515,2.21,1.1075,0.4865,0.512
1418,M,0.705,0.555,0.215,2.141,1.0465,0.383,0.528
1419,F,0.705,0.57,0.18,1.5345,0.96,0.4195,0.43
1420,F,0.71,0.55,0.17,1.614,0.743,0.345,0.45
1421,F,0.72,0.575,0.17,1.9335,0.913,0.389,0.51
1422,M,0.72,0.575,0.215,2.173,0.9515,0.564,0.5365
1423,F,0.725,0.6,0.2,1.737,0.697,0.3585,0.595
1424,F,0.73,0.58,0.19,1.7375,0.6785,0.4345,0.52
1425,F,0.735,0.565,0.205,2.1275,0.949,0.46,0.565
1426,F,0.745,0.57,0.215,2.25,1.1565,0.446,0.558
1427,F,0.75,0.61,0.235,2.5085,1.232,0.519,0.612
1428,F,0.815,0.65,0.25,2.255,0.8905,0.42,0.7975
1429,I,0.14,0.105,0.035,0.014,0.0055,0.0025,0.004
1430,I,0.23,0.165,0.06,0.0515,0.019,0.0145,0.036
1431,I,0.365,0.265,0.135,0.2215,0.105,0.047,0.0605
1432,I,0.365,0.255,0.08,0.1985,0.0785,0.0345,0.053
1433,I,0.37,0.27,0.095,0.232,0.1325,0.041,0.0615
1434,I,0.375,0.28,0.085,0.3155,0.187,0.046,0.067
1435,I,0.385,0.3,0.09,0.247,0.1225,0.044,0.0675
1436,I,0.395,0.295,0.09,0.3025,0.143,0.0665,0.0765
1437,I,0.4,0.29,0.11,0.329,0.188,0.0455,0.0825
1438,I,0.4,0.3,0.09,0.2815,0.1185,0.061,0.08
1439,I,0.405,0.31,0.095,0.3425,0.1785,0.064,0.0855
1440,I,0.405,0.29,0.09,0.2825,0.112,0.075,0.0815
1441,I,0.405,0.3,0.105,0.304,0.1455,0.061,0.0805
1442,I,0.41,0.32,0.095,0.2905,0.141,0.063,0.073
1443,M,0.415,0.315,0.115,0.3895,0.2015,0.065,0.103
1444,I,0.425,0.34,0.105,0.389,0.2015,0.0905,0.088
1445,I,0.43,0.34,0.105,0.4405,0.2385,0.0745,0.1075
1446,I,0.44,0.34,0.105,0.369,0.164,0.08,0.1015
1447,M,0.44,0.32,0.12,0.4565,0.2435,0.092,0.1025
1448,I,0.44,0.365,0.11,0.4465,0.213,0.089,0.1135
1449,M,0.45,0.335,0.125,0.4475,0.2165,0.126,0.11
1450,I,0.455,0.335,0.135,0.501,0.274,0.0995,0.1065
1451,I,0.46,0.355,0.11,0.436,0.1975,0.096,0.125
1452,I,0.47,0.345,0.14,0.4615,0.229,0.1105,0.116
1453,I,0.47,0.35,0.125,0.4315,0.19,0.1165,0.1175
1454,I,0.47,0.355,0.12,0.3685,0.126,0.0835,0.1365
1455,M,0.475,0.37,0.125,0.649,0.347,0.136,0.142
1456,I,0.475,0.365,0.115,0.459,0.2175,0.093,0.1165
1457,F,0.475,0.365,0.115,0.566,0.281,0.117,0.1335
1458,I,0.48,0.36,0.125,0.542,0.2795,0.1025,0.147
1459,I,0.485,0.38,0.12,0.4725,0.2075,0.1075,0.147
1460,M,0.485,0.39,0.085,0.6435,0.2945,0.103,0.198
1461,M,0.485,0.37,0.13,0.526,0.2485,0.105,0.1555
1462,F,0.495,0.38,0.12,0.573,0.2655,0.1285,0.144
1463,M,0.505,0.385,0.105,0.5525,0.239,0.1245,0.1555
1464,F,0.505,0.38,0.135,0.6855,0.361,0.1565,0.161
1465,I,0.515,0.395,0.125,0.556,0.2695,0.096,0.17
1466,M,0.515,0.425,0.145,0.9365,0.497,0.181,0.2185
1467,I,0.515,0.4,0.125,0.5625,0.25,0.1245,0.17
1468,M,0.52,0.4,0.125,0.559,0.254,0.139,0.149
1469,M,0.525,0.4,0.14,0.7205,0.3685,0.145,0.1735
1470,I,0.53,0.43,0.13,0.7045,0.346,0.1415,0.189
1471,M,0.53,0.4,0.125,0.7575,0.398,0.151,0.175
1472,F,0.545,0.41,0.14,0.7405,0.3565,0.1775,0.203
1473,F,0.55,0.43,0.14,0.84,0.375,0.218,0.1945
1474,M,0.55,0.425,0.16,0.793,0.343,0.2035,0.215
1475,F,0.56,0.43,0.15,0.8745,0.453,0.161,0.22
1476,F,0.56,0.435,0.15,0.8715,0.4755,0.1835,0.1835
1477,M,0.57,0.445,0.15,0.9875,0.504,0.207,0.249
1478,M,0.575,0.465,0.15,1.08,0.595,0.2065,0.238
1479,M,0.575,0.46,0.165,0.9155,0.4005,0.2465,0.2385
1480,F,0.58,0.46,0.175,1.165,0.65,0.2205,0.3055
1481,F,0.58,0.435,0.14,0.953,0.475,0.2165,0.2095
1482,M,0.585,0.455,0.15,0.906,0.4095,0.23,0.2335
1483,M,0.59,0.44,0.15,0.8725,0.387,0.215,0.245
1484,F,0.59,0.465,0.15,1.151,0.613,0.239,0.2515
1485,F,0.59,0.46,0.145,0.9905,0.453,0.2205,0.275
1486,F,0.595,0.455,0.16,1.04,0.452,0.2655,0.288
1487,M,0.6,0.455,0.155,0.945,0.4365,0.2085,0.25
1488,M,0.6,0.465,0.2,1.259,0.6405,0.1985,0.357
1489,F,0.605,0.485,0.165,0.9515,0.4535,0.193,0.2765
1490,F,0.605,0.485,0.16,1.201,0.417,0.2875,0.38
1491,F,0.605,0.515,0.17,1.289,0.6,0.2945,0.3315
1492,F,0.61,0.485,0.17,1.1005,0.5125,0.229,0.305
1493,I,0.615,0.475,0.13,0.8425,0.353,0.1915,0.251
1494,M,0.62,0.485,0.155,1.049,0.462,0.231,0.25
1495,F,0.62,0.435,0.155,1.012,0.477,0.236,0.275
1496,M,0.62,0.48,0.165,1.0725,0.4815,0.235,0.312
1497,M,0.625,0.52,0.175,1.4105,0.691,0.322,0.3465
1498,M,0.625,0.47,0.18,1.136,0.451,0.3245,0.305
1499,M,0.63,0.47,0.145,1.1005,0.52,0.26,0.276
1500,F,0.63,0.5,0.175,1.1105,0.467,0.268,0.329
1501,M,0.63,0.455,0.15,1.1315,0.481,0.2745,0.305
1502,M,0.63,0.48,0.15,1.271,0.6605,0.2425,0.31
1503,F,0.63,0.49,0.225,1.336,0.6805,0.259,0.3245
1504,F,0.635,0.505,0.145,1.1345,0.505,0.2655,0.315
1505,M,0.635,0.51,0.185,1.308,0.544,0.318,0.377
1506,F,0.64,0.515,0.205,1.5335,0.6635,0.3345,0.4025
1507,F,0.645,0.515,0.175,1.546,0.7035,0.365,0.415
1508,M,0.645,0.51,0.155,1.539,0.6405,0.3585,0.43
1509,F,0.645,0.505,0.165,1.318,0.55,0.3015,0.335
1510,F,0.65,0.545,0.175,1.5245,0.59,0.326,0.495
1511,M,0.65,0.515,0.175,1.466,0.677,0.3045,0.4
1512,F,0.65,0.5,0.16,1.3825,0.702,0.304,0.3195
1513,M,0.65,0.485,0.14,1.175,0.475,0.2435,0.215
1514,F,0.655,0.54,0.215,1.5555,0.695,0.296,0.444
1515,M,0.655,0.51,0.215,1.7835,0.8885,0.4095,0.4195
1516,M,0.66,0.505,0.165,1.374,0.589,0.351,0.345
1517,F,0.665,0.515,0.18,1.389,0.5945,0.324,0.395
1518,M,0.67,0.545,0.2,1.7025,0.833,0.374,0.41
1519,M,0.67,0.51,0.175,1.5265,0.651,0.4475,0.345
1520,M,0.67,0.5,0.19,1.519,0.616,0.388,0.415
1521,F,0.68,0.5,0.185,1.741,0.7665,0.3255,0.4685
1522,M,0.68,0.515,0.17,1.6115,0.8415,0.306,0.395
1523,M,0.69,0.525,0.2,1.7825,0.9165,0.3325,0.461
1524,F,0.7,0.55,0.17,1.684,0.7535,0.3265,0.32
1525,M,0.7,0.555,0.2,1.858,0.73,0.3665,0.595
1526,M,0.705,0.56,0.165,1.675,0.797,0.4095,0.388
1527,M,0.72,0.565,0.2,2.1055,1.017,0.363,0.494
1528,M,0.725,0.575,0.24,2.21,1.351,0.413,0.5015
1529,M,0.74,0.57,0.18,1.8725,0.9115,0.427,0.446
1530,M,0.75,0.55,0.18,1.893,0.942,0.397,0.445
1531,I,0.21,0.17,0.045,0.0475,0.019,0.011,0.013
1532,I,0.285,0.21,0.055,0.101,0.0415,0.017,0.0335
1533,I,0.295,0.215,0.07,0.121,0.047,0.0155,0.0405
1534,I,0.3,0.23,0.085,0.117,0.05,0.0175,0.0415
1535,I,0.305,0.225,0.09,0.1465,0.063,0.034,0.0415
1536,I,0.335,0.255,0.08,0.168,0.079,0.0355,0.05
1537,I,0.35,0.26,0.075,0.18,0.09,0.0245,0.055
1538,I,0.355,0.27,0.075,0.1775,0.079,0.0315,0.054
1539,I,0.355,0.26,0.09,0.1985,0.0715,0.0495,0.058
1540,I,0.36,0.27,0.095,0.2,0.073,0.056,0.061
1541,I,0.36,0.275,0.075,0.2205,0.0985,0.044,0.066
1542,I,0.36,0.265,0.075,0.1845,0.083,0.0365,0.055
1543,I,0.365,0.27,0.085,0.2225,0.0935,0.0525,0.066
1544,I,0.37,0.27,0.095,0.2175,0.097,0.046,0.065
1545,I,0.375,0.28,0.08,0.2165,0.0935,0.0925,0.07
1546,I,0.38,0.285,0.095,0.243,0.0895,0.0665,0.075
1547,I,0.38,0.29,0.1,0.237,0.108,0.0395,0.082
1548,I,0.385,0.29,0.09,0.2365,0.1,0.0505,0.076
1549,I,0.385,0.28,0.095,0.257,0.119,0.059,0.07
1550,I,0.385,0.3,0.09,0.308,0.1525,0.056,0.0835
1551,I,0.39,0.3,0.09,0.252,0.1065,0.053,0.08
1552,I,0.39,0.285,0.1,0.281,0.1275,0.062,0.077
1553,I,0.39,0.29,0.1,0.2225,0.095,0.0465,0.073
1554,I,0.41,0.3,0.09,0.304,0.129,0.071,0.0955
1555,I,0.41,0.3,0.09,0.28,0.141,0.0575,0.075
1556,I,0.415,0.325,0.1,0.313,0.139,0.0625,0.0965
1557,I,0.425,0.325,0.11,0.317,0.135,0.048,0.09
1558,I,0.425,0.315,0.08,0.303,0.131,0.0585,0.095
1559,I,0.435,0.335,0.1,0.3295,0.129,0.07,0.11
1560,I,0.435,0.325,0.11,0.367,0.1595,0.08,0.105
1561,I,0.45,0.34,0.095,0.3245,0.1385,0.064,0.105
1562,I,0.45,0.335,0.11,0.4195,0.181,0.085,0.1345
1563,I,0.455,0.36,0.115,0.457,0.2085,0.0855,0.147
1564,I,0.46,0.35,0.11,0.4,0.176,0.083,0.1205
1565,I,0.46,0.355,0.11,0.4255,0.2015,0.081,0.13
1566,I,0.465,0.37,0.12,0.4365,0.188,0.0815,0.147
1567,I,0.465,0.345,0.11,0.393,0.1825,0.0735,0.12
1568,I,0.47,0.355,0.125,0.499,0.21,0.0985,0.155
1569,I,0.475,0.36,0.145,0.6325,0.2825,0.137,0.19
1570,M,0.475,0.36,0.1,0.4285,0.1965,0.099,0.112
1571,I,0.475,0.36,0.125,0.4905,0.205,0.1305,0.125
1572,I,0.48,0.37,0.125,0.474,0.179,0.1035,0.175
1573,I,0.48,0.37,0.12,0.536,0.251,0.114,0.15
1574,M,0.48,0.355,0.16,0.464,0.221,0.106,0.239
1575,I,0.485,0.375,0.13,0.6025,0.2935,0.1285,0.16
1576,I,0.49,0.375,0.115,0.4615,0.204,0.0945,0.143
1577,I,0.49,0.4,0.135,0.624,0.3035,0.1285,0.169
1578,I,0.495,0.37,0.125,0.4715,0.2075,0.091,0.15
1579,I,0.495,0.4,0.105,0.602,0.2505,0.1265,0.19
1580,I,0.5,0.4,0.12,0.616,0.261,0.143,0.1935
1581,I,0.5,0.39,0.12,0.5955,0.2455,0.147,0.173
1582,I,0.5,0.375,0.14,0.559,0.2375,0.135,0.169
1583,I,0.51,0.395,0.13,0.6025,0.281,0.143,0.162
1584,F,0.515,0.375,0.11,0.6065,0.3005,0.131,0.15
1585,I,0.515,0.36,0.125,0.4725,0.1815,0.125,0.138
1586,I,0.515,0.35,0.105,0.4745,0.213,0.123,0.1275
1587,I,0.515,0.395,0.125,0.6635,0.32,0.14,0.17
1588,I,0.515,0.39,0.125,0.5705,0.238,0.1265,0.185
1589,I,0.52,0.41,0.145,0.646,0.2965,0.1595,0.165
1590,I,0.52,0.39,0.13,0.5545,0.2355,0.1095,0.1895
1591,M,0.525,0.415,0.145,0.845,0.3525,0.1635,0.2875
1592,I,0.525,0.39,0.12,0.664,0.3115,0.147,0.178
1593,I,0.525,0.38,0.135,0.615,0.261,0.159,0.175
1594,I,0.525,0.4,0.14,0.654,0.305,0.16,0.169
1595,M,0.525,0.4,0.155,0.707,0.282,0.1605,0.225
1596,I,0.53,0.42,0.12,0.5965,0.2555,0.141,0.177
1597,I,0.53,0.43,0.135,0.6255,0.245,0.1455,0.2135
1598,I,0.53,0.4,0.145,0.555,0.1935,0.1305,0.195
1599,I,0.53,0.42,0.13,0.8365,0.3745,0.167,0.249
1600,I,0.535,0.4,0.13,0.657,0.2835,0.162,0.175
1601,I,0.54,0.43,0.17,0.836,0.3725,0.1815,0.24
1602,I,0.54,0.425,0.14,0.742,0.32,0.1395,0.25
1603,I,0.54,0.43,0.14,0.8195,0.3935,0.1725,0.2295
1604,M,0.54,0.455,0.14,0.972,0.419,0.255,0.269
1605,I,0.54,0.42,0.14,0.6275,0.2505,0.1175,0.235
1606,I,0.54,0.425,0.13,0.7205,0.2955,0.169,0.225
1607,I,0.54,0.425,0.135,0.686,0.3475,0.1545,0.213
1608,I,0.545,0.4,0.13,0.686,0.3285,0.1455,0.18
1609,I,0.545,0.375,0.12,0.543,0.2375,0.1155,0.1725
1610,I,0.545,0.42,0.125,0.717,0.358,0.112,0.22
1611,M,0.55,0.435,0.14,0.7625,0.327,0.1685,0.259
1612,I,0.55,0.425,0.15,0.639,0.269,0.1345,0.217
1613,I,0.55,0.42,0.135,0.816,0.3995,0.1485,0.23
1614,I,0.55,0.415,0.145,0.7815,0.373,0.16,0.2215
1615,I,0.55,0.425,0.15,0.7665,0.339,0.176,0.21
1616,I,0.555,0.395,0.13,0.5585,0.222,0.1245,0.17
1617,I,0.555,0.435,0.14,0.765,0.3945,0.15,0.206
1618,I,0.555,0.46,0.145,0.9005,0.3845,0.158,0.2765
1619,I,0.56,0.445,0.15,0.8225,0.3685,0.187,0.236
1620,I,0.56,0.44,0.13,0.7235,0.349,0.149,0.2
1621,M,0.56,0.425,0.135,0.849,0.3265,0.221,0.2645
1622,I,0.565,0.42,0.155,0.743,0.31,0.186,0.231
1623,F,0.565,0.44,0.15,0.863,0.435,0.149,0.27
1624,M,0.565,0.44,0.125,0.802,0.3595,0.1825,0.215
1625,M,0.565,0.43,0.15,0.831,0.4245,0.1735,0.219
1626,F,0.57,0.45,0.135,0.7805,0.3345,0.185,0.21
1627,M,0.57,0.45,0.14,0.795,0.3385,0.148,0.245
1628,I,0.57,0.435,0.17,0.848,0.4,0.166,0.25
1629,I,0.57,0.43,0.145,0.833,0.354,0.144,0.2815
1630,I,0.57,0.445,0.155,0.867,0.3705,0.1705,0.28
1631,I,0.57,0.445,0.145,0.7405,0.306,0.172,0.1825
1632,M,0.575,0.455,0.165,0.867,0.3765,0.1805,0.268
1633,I,0.575,0.425,0.135,0.7965,0.364,0.196,0.239
1634,F,0.575,0.47,0.155,1.116,0.509,0.238,0.34
1635,I,0.575,0.45,0.125,0.78,0.3275,0.188,0.235
1636,M,0.575,0.47,0.185,0.985,0.3745,0.2175,0.355
1637,F,0.575,0.465,0.195,0.9965,0.417,0.247,0.47
1638,I,0.575,0.445,0.17,0.8015,0.3475,0.1465,0.25
1639,I,0.575,0.45,0.135,0.807,0.3615,0.176,0.254
1640,F,0.575,0.435,0.15,1.0305,0.4605,0.218,0.36
1641,M,0.575,0.445,0.16,0.839,0.4005,0.198,0.239
1642,M,0.575,0.44,0.16,0.9615,0.483,0.166,0.275
1643,F,0.58,0.435,0.15,0.834,0.428,0.1515,0.23
1644,M,0.58,0.46,0.155,1.0335,0.469,0.2225,0.295
1645,M,0.58,0.43,0.13,0.798,0.365,0.173,0.2285
1646,I,0.58,0.445,0.125,0.7095,0.303,0.1405,0.235
1647,F,0.585,0.445,0.14,0.913,0.4305,0.2205,0.253
1648,M,0.59,0.49,0.165,1.207,0.559,0.235,0.309
1649,I,0.59,0.45,0.145,1.022,0.428,0.268,0.265
1650,I,0.59,0.46,0.145,0.9015,0.419,0.1785,0.26
1651,F,0.595,0.435,0.15,0.9,0.4175,0.17,0.265
1652,M,0.595,0.45,0.14,0.838,0.3965,0.194,0.217
1653,M,0.595,0.45,0.145,0.959,0.463,0.2065,0.2535
1654,I,0.595,0.46,0.15,0.8335,0.377,0.1925,0.235
1655,F,0.6,0.46,0.155,0.9735,0.427,0.2045,0.3
1656,F,0.6,0.475,0.15,1.13,0.575,0.196,0.305
1657,M,0.6,0.48,0.165,0.9165,0.4135,0.1965,0.2725
1658,I,0.6,0.48,0.17,0.9175,0.38,0.2225,0.29
1659,F,0.6,0.48,0.18,1.0645,0.4495,0.2455,0.325
1660,M,0.6,0.47,0.165,1.059,0.504,0.241,0.275
1661,M,0.6,0.47,0.16,1.194,0.5625,0.3045,0.2635
1662,F,0.605,0.455,0.145,0.9775,0.468,0.1775,0.275
1663,M,0.605,0.475,0.145,0.884,0.3835,0.1905,0.27
1664,I,0.605,0.47,0.145,0.8025,0.379,0.2265,0.22
1665,F,0.605,0.48,0.14,0.991,0.4735,0.2345,0.24
1666,F,0.605,0.47,0.155,0.974,0.393,0.224,0.3345
1667,F,0.605,0.505,0.18,1.434,0.7285,0.264,0.431
1668,M,0.61,0.475,0.155,0.983,0.4565,0.228,0.266
1669,F,0.61,0.465,0.16,1.0725,0.4835,0.2515,0.28
1670,F,0.61,0.485,0.15,1.2405,0.6025,0.2915,0.3085
1671,M,0.61,0.47,0.16,1.022,0.449,0.2345,0.2945
1672,F,0.61,0.475,0.16,1.1155,0.3835,0.223,0.379
1673,I,0.61,0.465,0.125,0.9225,0.436,0.19,0.26
1674,M,0.61,0.47,0.17,1.1185,0.5225,0.2405,0.31
1675,F,0.61,0.485,0.18,1.2795,0.5735,0.2855,0.355
1676,M,0.615,0.47,0.16,1.0175,0.473,0.2395,0.28
1677,M,0.615,0.475,0.175,1.224,0.6035,0.261,0.311
1678,I,0.62,0.485,0.18,1.154,0.4935,0.256,0.315
1679,F,0.62,0.515,0.155,1.3255,0.6685,0.2605,0.335
1680,M,0.62,0.515,0.175,1.221,0.535,0.241,0.395
1681,F,0.62,0.54,0.165,1.139,0.4995,0.2435,0.357
1682,I,0.62,0.49,0.16,1.066,0.446,0.246,0.305
1683,F,0.62,0.48,0.18,1.2215,0.582,0.2695,0.313
1684,I,0.62,0.47,0.14,0.8565,0.3595,0.16,0.295
1685,I,0.62,0.45,0.135,0.924,0.358,0.2265,0.2965
1686,M,0.62,0.48,0.15,1.266,0.6285,0.2575,0.309
1687,F,0.62,0.48,0.175,1.0405,0.464,0.2225,0.3
1688,M,0.625,0.49,0.165,1.1165,0.4895,0.2615,0.3325
1689,M,0.625,0.475,0.16,1.0845,0.5005,0.2355,0.3105
1690,M,0.625,0.5,0.17,1.0985,0.4645,0.22,0.354
1691,I,0.625,0.47,0.155,1.1955,0.643,0.2055,0.3145
1692,F,0.625,0.485,0.175,1.362,0.6765,0.2615,0.3705
1693,I,0.625,0.485,0.15,1.044,0.438,0.2865,0.278
1694,M,0.63,0.505,0.17,1.0915,0.4615,0.266,0.3
1695,F,0.63,0.5,0.18,1.1965,0.514,0.2325,0.3995
1696,M,0.63,0.49,0.17,1.1745,0.5255,0.273,0.339
1697,M,0.63,0.485,0.165,1.233,0.6565,0.2315,0.3035
1698,M,0.63,0.495,0.175,1.2695,0.605,0.271,0.328
1699,I,0.635,0.5,0.165,1.489,0.715,0.3445,0.3615
1700,M,0.635,0.5,0.17,1.4345,0.611,0.309,0.418
1701,F,0.635,0.49,0.175,1.2435,0.5805,0.313,0.305
1702,F,0.635,0.49,0.17,1.2615,0.5385,0.2665,0.38
1703,F,0.64,0.505,0.165,1.2235,0.5215,0.2695,0.36
1704,M,0.64,0.515,0.18,1.247,0.5475,0.2925,0.3685
1705,M,0.64,0.525,0.185,1.707,0.763,0.4205,0.4435
1706,M,0.645,0.505,0.15,1.1605,0.519,0.2615,0.335
1707,M,0.645,0.5,0.175,1.286,0.5645,0.288,0.386
1708,M,0.645,0.5,0.19,1.5595,0.741,0.3715,0.3845
1709,M,0.645,0.51,0.19,1.4745,0.605,0.345,0.48
1710,M,0.645,0.51,0.195,1.226,0.5885,0.2215,0.3745
1711,M,0.645,0.51,0.16,1.33,0.6665,0.309,0.317
1712,F,0.645,0.51,0.16,1.2415,0.5815,0.276,0.315
1713,M,0.645,0.5,0.175,1.3375,0.554,0.308,0.415
1714,F,0.645,0.51,0.19,1.363,0.573,0.362,0.36
1715,M,0.645,0.485,0.15,1.2215,0.5695,0.2735,0.33
1716,F,0.645,0.48,0.19,1.371,0.6925,0.2905,0.35
1717,F,0.65,0.495,0.155,1.337,0.615,0.3195,0.335
1718,M,0.65,0.505,0.19,1.274,0.59,0.23,0.391
1719,M,0.65,0.525,0.185,1.488,0.665,0.337,0.378
1720,M,0.65,0.51,0.16,1.3835,0.6385,0.2905,0.3665
1721,M,0.655,0.55,0.18,1.274,0.586,0.281,0.365
1722,F,0.655,0.51,0.15,1.043,0.4795,0.223,0.305
1723,F,0.655,0.505,0.19,1.3485,0.5935,0.2745,0.425
1724,F,0.655,0.505,0.195,1.4405,0.688,0.3805,0.363
1725,M,0.66,0.5,0.165,1.3195,0.667,0.269,0.341
1726,F,0.66,0.535,0.175,1.5175,0.711,0.3125,0.415
1727,M,0.66,0.53,0.195,1.5505,0.6505,0.3295,0.495
1728,M,0.66,0.51,0.165,1.6375,0.7685,0.3545,0.3925
1729,M,0.665,0.525,0.175,1.443,0.6635,0.3845,0.353
1730,M,0.665,0.505,0.16,1.289,0.6145,0.253,0.3665
1731,F,0.665,0.505,0.16,1.2915,0.631,0.2925,0.32
1732,M,0.665,0.52,0.175,1.3725,0.606,0.32,0.395
1733,M,0.665,0.5,0.175,1.2975,0.6075,0.314,0.315
1734,M,0.67,0.505,0.16,1.2585,0.6255,0.311,0.308
1735,M,0.67,0.52,0.165,1.39,0.711,0.2865,0.3
1736,F,0.67,0.52,0.19,1.32,0.5235,0.3095,0.4275
1737,F,0.67,0.55,0.155,1.566,0.858,0.339,0.354
1738,F,0.67,0.54,0.195,1.619,0.74,0.3305,0.465
1739,M,0.675,0.525,0.16,1.2835,0.572,0.2755,0.3545
1740,F,0.675,0.51,0.195,1.382,0.6045,0.3175,0.3965
1741,M,0.68,0.52,0.195,1.4535,0.592,0.391,0.4125
1742,F,0.68,0.51,0.2,1.6075,0.714,0.339,0.4705
1743,M,0.685,0.52,0.15,1.3735,0.7185,0.293,0.32
1744,F,0.685,0.565,0.175,1.638,0.7775,0.375,0.438
1745,F,0.69,0.55,0.2,1.569,0.687,0.3675,0.46
1746,M,0.7,0.565,0.175,1.8565,0.8445,0.3935,0.54
1747,F,0.7,0.535,0.175,1.773,0.6805,0.48,0.512
1748,F,0.705,0.545,0.17,1.58,0.6435,0.4565,0.265
1749,M,0.71,0.575,0.215,2.009,0.9895,0.4475,0.502
1750,F,0.71,0.57,0.195,1.9805,0.9925,0.4925,0.48
1751,F,0.71,0.54,0.205,1.5805,0.802,0.287,0.435
1752,M,0.71,0.56,0.22,2.015,0.9215,0.454,0.566
1753,M,0.72,0.57,0.2,1.8275,0.919,0.366,0.485
1754,M,0.72,0.55,0.205,2.125,1.1455,0.4425,0.511
1755,F,0.72,0.525,0.18,1.445,0.631,0.3215,0.435
1756,F,0.725,0.565,0.21,2.1425,1.03,0.487,0.503
1757,F,0.73,0.56,0.19,1.9425,0.799,0.5195,0.5655
1758,M,0.735,0.59,0.215,1.747,0.7275,0.403,0.557
1759,F,0.74,0.565,0.205,2.119,0.9655,0.5185,0.482
1760,F,0.75,0.565,0.215,1.938,0.7735,0.4825,0.575
1761,M,0.75,0.595,0.205,2.2205,1.083,0.421,0.63
1762,M,0.77,0.62,0.195,2.5155,1.1155,0.6415,0.642
1763,M,0.775,0.63,0.25,2.7795,1.3485,0.76,0.578
1764,I,0.275,0.175,0.09,0.2315,0.096,0.057,0.0705
1765,I,0.375,0.245,0.1,0.394,0.166,0.091,0.1125
1766,F,0.375,0.27,0.135,0.597,0.272,0.131,0.1675
1767,M,0.39,0.28,0.125,0.564,0.3035,0.0955,0.143
1768,I,0.435,0.3,0.12,0.5965,0.259,0.139,0.1645
1769,M,0.445,0.32,0.12,0.414,0.199,0.09,0.117
1770,I,0.455,0.335,0.105,0.422,0.229,0.0865,0.1
1771,I,0.455,0.325,0.135,0.82,0.4005,0.1715,0.211
1772,I,0.455,0.345,0.11,0.434,0.207,0.0855,0.1215
1773,I,0.465,0.325,0.14,0.7615,0.362,0.1535,0.209
1774,M,0.465,0.36,0.115,0.5795,0.295,0.1395,0.12
1775,I,0.485,0.365,0.105,0.5205,0.195,0.123,0.182
1776,M,0.485,0.37,0.155,0.968,0.419,0.2455,0.2365
1777,I,0.485,0.345,0.16,0.869,0.3085,0.185,0.319
1778,F,0.49,0.355,0.16,0.8795,0.3485,0.215,0.2825
1779,M,0.5,0.37,0.15,1.0615,0.494,0.223,0.296
1780,M,0.515,0.35,0.155,0.9225,0.4185,0.198,0.273
1781,M,0.515,0.395,0.135,1.007,0.472,0.2495,0.252
1782,M,0.525,0.365,0.17,0.9605,0.438,0.2225,0.276
1783,M,0.525,0.38,0.125,0.65,0.303,0.155,0.159
1784,M,0.53,0.41,0.14,0.7545,0.3495,0.1715,0.2105
1785,F,0.535,0.425,0.135,0.771,0.3765,0.1815,0.1795
1786,I,0.535,0.385,0.18,1.0835,0.4955,0.2295,0.304
1787,I,0.545,0.42,0.165,0.8935,0.4235,0.2195,0.228
1788,F,0.545,0.415,0.2,1.358,0.567,0.318,0.403
1789,F,0.545,0.385,0.15,1.1185,0.5425,0.2445,0.2845
1790,F,0.55,0.38,0.165,1.205,0.543,0.294,0.3345
1791,M,0.55,0.42,0.16,1.3405,0.6325,0.311,0.344
1792,M,0.57,0.455,0.175,1.02,0.4805,0.2145,0.29
1793,M,0.575,0.44,0.185,1.025,0.5075,0.2245,0.2485
1794,I,0.575,0.45,0.13,0.8145,0.403,0.1715,0.213
1795,F,0.58,0.43,0.17,1.48,0.6535,0.324,0.4155
1796,M,0.585,0.455,0.145,0.953,0.3945,0.2685,0.258
1797,I,0.585,0.45,0.15,0.8915,0.3975,0.2035,0.253
1798,M,0.6,0.495,0.175,1.3005,0.6195,0.284,0.3285
1799,M,0.6,0.465,0.165,1.038,0.4975,0.2205,0.251
1800,M,0.605,0.475,0.175,1.2525,0.5575,0.3055,0.343
1801,M,0.605,0.475,0.15,1.15,0.575,0.232,0.297
1802,F,0.61,0.475,0.15,1.1135,0.5195,0.2575,0.3005
1803,F,0.615,0.455,0.145,1.1155,0.5045,0.238,0.315
1804,M,0.62,0.47,0.145,1.0865,0.511,0.2715,0.2565
1805,M,0.625,0.495,0.175,1.254,0.5815,0.286,0.3185
