,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class,leafDecisionNode,leafParentNode,classPrediction,success,treeID
3308,M,0.275,0.2,0.08,0.099,0.037,0.024,0.03,5,178,100,10.0,25.0,2
3170,F,0.57,0.465,0.155,0.872,0.3245,0.239,0.285,14,209,123,11.223938223938225,7.706518984511257,2
1654,I,0.595,0.46,0.15,0.8335,0.377,0.1925,0.235,8,213,125,12.090909090909092,16.735537190082653,2
704,M,0.4,0.3,0.125,0.417,0.191,0.09,0.1175,9,178,100,10.0,1.0,2
3302,F,0.71,0.575,0.175,1.555,0.6465,0.3705,0.52,15,209,123,11.223938223938225,14.258642536634808,2
150,M,0.59,0.475,0.145,1.053,0.4415,0.262,0.325,15,211,124,11.406832298136646,12.910854133713979,2
339,F,0.565,0.45,0.195,1.0035,0.406,0.2505,0.285,15,209,123,11.223938223938225,14.258642536634808,2
129,M,0.71,0.54,0.165,1.959,0.7665,0.261,0.78,18,211,124,11.406832298136646,43.46986034489411,2
2571,M,0.465,0.34,0.105,0.486,0.231,0.1035,0.1225,9,178,100,10.0,1.0,2
390,I,0.415,0.325,0.1,0.3215,0.1535,0.0595,0.105,10,190,110,9.333333333333334,0.44444444444444364,2
579,F,0.63,0.48,0.175,1.3675,0.5015,0.3035,0.515,17,209,123,11.223938223938225,33.36288964088191,2
3197,I,0.31,0.235,0.075,0.1515,0.056,0.0315,0.05,7,190,110,9.333333333333334,5.444444444444447,2
1754,M,0.72,0.55,0.205,2.125,1.1455,0.4425,0.511,13,211,124,11.406832298136646,2.5381833262605618,2
3169,M,0.56,0.45,0.155,0.9125,0.3595,0.271,0.35,10,211,124,11.406832298136646,1.9791771150804358,2
35,M,0.465,0.355,0.105,0.4795,0.227,0.124,0.125,8,178,100,10.0,4.0,2
1270,I,0.47,0.355,0.18,0.48,0.2055,0.105,0.1505,8,213,125,12.090909090909092,16.735537190082653,2
2760,I,0.55,0.43,0.145,0.712,0.3025,0.152,0.225,10,213,125,12.090909090909092,4.371900826446284,2
147,I,0.28,0.205,0.08,0.127,0.052,0.039,0.042,9,190,110,9.333333333333334,0.11111111111111151,2
3440,I,0.465,0.37,0.1,0.5055,0.234,0.11,0.14,7,190,110,9.333333333333334,5.444444444444447,2
3223,M,0.52,0.415,0.175,0.753,0.258,0.171,0.255,8,211,124,11.406832298136646,11.606506307627019,2
4156,M,0.475,0.37,0.11,0.4895,0.2185,0.107,0.146,8,178,100,10.0,4.0,2
3217,M,0.425,0.34,0.12,0.388,0.149,0.087,0.125,10,178,100,10.0,0.0,2
361,F,0.59,0.465,0.15,0.997,0.392,0.246,0.34,12,209,123,11.223938223938225,0.6022718802641569,2
3994,I,0.185,0.135,0.045,0.032,0.011,0.0065,0.01,4,190,110,9.333333333333334,28.44444444444445,2
2882,I,0.5,0.39,0.13,0.5075,0.2115,0.104,0.1755,9,190,110,9.333333333333334,0.11111111111111151,2
3270,F,0.625,0.475,0.13,0.8595,0.3195,0.1775,0.24,13,159,84,10.444444444444445,6.530864197530863,2
2177,F,0.58,0.45,0.235,1.071,0.3,0.206,0.395,14,209,123,11.223938223938225,7.706518984511257,2
2937,M,0.625,0.515,0.165,1.217,0.667,0.2065,0.3115,10,211,124,11.406832298136646,1.9791771150804358,2
639,F,0.51,0.4,0.13,0.5735,0.219,0.1365,0.195,13,159,84,10.444444444444445,6.530864197530863,2
2595,F,0.595,0.465,0.15,1.0255,0.412,0.2745,0.289,11,209,123,11.223938223938225,0.05014832814060653,2
278,M,0.635,0.525,0.205,1.484,0.55,0.3115,0.43,20,211,124,11.406832298136646,73.84253115234752,2
1835,I,0.41,0.335,0.105,0.3305,0.1405,0.064,0.105,7,190,110,9.333333333333334,5.444444444444447,2
823,I,0.385,0.29,0.095,0.312,0.143,0.0635,0.086,6,190,110,9.333333333333334,11.111111111111114,2
355,M,0.7,0.58,0.205,2.13,0.7415,0.49,0.58,20,211,124,11.406832298136646,73.84253115234752,2
1207,F,0.755,0.625,0.21,2.505,1.1965,0.513,0.6785,11,209,123,11.223938223938225,0.05014832814060653,2
415,F,0.62,0.47,0.14,1.0325,0.3605,0.224,0.36,15,209,123,11.223938223938225,14.258642536634808,2
1979,M,0.7,0.55,0.195,1.6245,0.675,0.347,0.535,13,211,124,11.406832298136646,2.5381833262605618,2
3958,F,0.61,0.5,0.18,1.438,0.5185,0.3735,0.3345,9,209,123,11.223938223938225,4.945901223893506,2
2070,I,0.55,0.42,0.115,0.668,0.2925,0.137,0.209,11,190,110,9.333333333333334,2.777777777777776,2
393,I,0.365,0.295,0.095,0.25,0.1075,0.0545,0.08,9,190,110,9.333333333333334,0.11111111111111151,2
189,F,0.585,0.46,0.17,0.9325,0.365,0.271,0.29,9,209,123,11.223938223938225,4.945901223893506,2
1040,M,0.67,0.525,0.165,1.6085,0.682,0.3145,0.4005,11,211,124,11.406832298136646,0.16551251880714454,2
500,F,0.58,0.44,0.18,0.854,0.3665,0.1635,0.245,12,209,123,11.223938223938225,0.6022718802641569,2
2368,F,0.72,0.595,0.225,1.969,0.8045,0.423,0.66,16,209,123,11.223938223938225,22.81076608875836,2
2827,I,0.5,0.375,0.12,0.529,0.2235,0.123,0.16,8,190,110,9.333333333333334,1.7777777777777795,2
545,M,0.32,0.245,0.075,0.1555,0.0585,0.038,0.049,11,178,100,10.0,1.0,2
3436,I,0.38,0.275,0.095,0.2505,0.0945,0.0655,0.075,6,190,110,9.333333333333334,11.111111111111114,2
2174,F,0.645,0.5,0.17,1.1845,0.4805,0.274,0.355,13,209,123,11.223938223938225,3.154395432387707,2
1640,F,0.575,0.435,0.15,1.0305,0.4605,0.218,0.36,8,209,123,11.223938223938225,10.393777671769955,2
3451,M,0.55,0.44,0.155,0.9155,0.3645,0.195,0.25,8,211,124,11.406832298136646,11.606506307627019,2
354,M,0.635,0.515,0.17,1.275,0.509,0.286,0.34,16,211,124,11.406832298136646,21.097189537440688,2
590,I,0.51,0.4,0.15,0.745,0.2865,0.1675,0.235,13,213,125,12.090909090909092,0.8264462809917341,2
205,F,0.44,0.34,0.14,0.482,0.186,0.1085,0.16,9,209,123,11.223938223938225,4.945901223893506,2
2842,M,0.6,0.475,0.175,1.11,0.5105,0.256,0.285,9,211,124,11.406832298136646,5.792841711353727,2
3897,F,0.615,0.5,0.165,1.1765,0.488,0.244,0.345,17,209,123,11.223938223938225,33.36288964088191,2
2921,F,0.6,0.45,0.15,0.9625,0.4375,0.2225,0.2775,9,209,123,11.223938223938225,4.945901223893506,2
1520,M,0.67,0.5,0.19,1.519,0.616,0.388,0.415,10,211,124,11.406832298136646,1.9791771150804358,2
620,M,0.345,0.255,0.08,0.169,0.06,0.0425,0.054,10,178,100,10.0,0.0,2
331,F,0.4,0.325,0.12,0.3185,0.134,0.0565,0.095,8,159,84,10.444444444444445,5.975308641975309,2
1513,M,0.65,0.485,0.14,1.175,0.475,0.2435,0.215,8,211,124,11.406832298136646,11.606506307627019,2
1846,I,0.465,0.37,0.11,0.445,0.1635,0.096,0.166,7,190,110,9.333333333333334,5.444444444444447,2
1861,M,0.515,0.385,0.11,0.5785,0.253,0.16,0.14,8,178,100,10.0,4.0,2
2046,I,0.415,0.305,0.12,0.336,0.165,0.076,0.0805,7,190,110,9.333333333333334,5.444444444444447,2
1022,F,0.64,0.5,0.17,1.5175,0.693,0.326,0.409,11,209,123,11.223938223938225,0.05014832814060653,2
2891,I,0.53,0.38,0.125,0.616,0.292,0.113,0.185,8,190,110,9.333333333333334,1.7777777777777795,2
1855,I,0.5,0.38,0.11,0.5605,0.28,0.106,0.15,9,190,110,9.333333333333334,0.11111111111111151,2
1338,M,0.58,0.455,0.135,0.7955,0.405,0.167,0.204,10,178,100,10.0,0.0,2
3348,I,0.49,0.385,0.115,0.683,0.3265,0.1615,0.165,13,190,110,9.333333333333334,13.44444444444444,2
3705,F,0.67,0.54,0.2,1.46,0.6435,0.328,0.4165,9,209,123,11.223938223938225,4.945901223893506,2
2427,M,0.26,0.19,0.075,0.0945,0.0445,0.02,0.03,6,178,100,10.0,16.0,2
2992,I,0.595,0.43,0.165,0.9845,0.4525,0.207,0.2725,8,213,125,12.090909090909092,16.735537190082653,2
1405,M,0.655,0.535,0.205,1.6445,0.7305,0.3595,0.46,13,211,124,11.406832298136646,2.5381833262605618,2
1307,I,0.545,0.435,0.135,0.7715,0.372,0.148,0.227,8,190,110,9.333333333333334,1.7777777777777795,2
2044,F,0.4,0.305,0.16,0.368,0.173,0.0705,0.105,7,209,123,11.223938223938225,17.841654119646407,2
3684,I,0.62,0.47,0.155,0.966,0.447,0.171,0.284,11,213,125,12.090909090909092,1.190082644628101,2
1988,I,0.21,0.15,0.055,0.0465,0.017,0.012,0.015,5,190,110,9.333333333333334,18.777777777777782,2
1665,F,0.605,0.48,0.14,0.991,0.4735,0.2345,0.24,8,209,123,11.223938223938225,10.393777671769955,2
3680,F,0.61,0.495,0.165,1.0835,0.4525,0.273,0.317,9,209,123,11.223938223938225,4.945901223893506,2
980,F,0.55,0.445,0.155,0.9905,0.544,0.178,0.218,9,209,123,11.223938223938225,4.945901223893506,2
2737,I,0.445,0.36,0.11,0.4235,0.182,0.0765,0.14,9,190,110,9.333333333333334,0.11111111111111151,2
2021,M,0.525,0.41,0.13,0.6875,0.3435,0.1495,0.1765,9,178,100,10.0,1.0,2
3177,F,0.505,0.41,0.135,0.657,0.291,0.133,0.195,15,159,84,10.444444444444445,20.753086419753085,2
3094,M,0.525,0.4,0.13,0.622,0.2655,0.147,0.184,9,178,100,10.0,1.0,2
3722,I,0.465,0.36,0.105,0.452,0.22,0.159,0.1035,9,190,110,9.333333333333334,0.11111111111111151,2
1704,M,0.64,0.515,0.18,1.247,0.5475,0.2925,0.3685,10,211,124,11.406832298136646,1.9791771150804358,2
2320,I,0.4,0.31,0.1,0.2875,0.1145,0.0635,0.095,10,190,110,9.333333333333334,0.44444444444444364,2
78,F,0.555,0.425,0.14,0.788,0.282,0.1595,0.285,11,209,123,11.223938223938225,0.05014832814060653,2
584,F,0.41,0.305,0.1,0.363,0.1735,0.065,0.11,11,159,84,10.444444444444445,0.30864197530864174,2
2430,I,0.52,0.38,0.14,0.525,0.1775,0.115,0.185,11,213,125,12.090909090909092,1.190082644628101,2
3960,M,0.69,0.55,0.195,1.777,0.769,0.38,0.4305,11,211,124,11.406832298136646,0.16551251880714454,2
483,F,0.58,0.46,0.15,0.9955,0.429,0.212,0.26,19,209,123,11.223938223938225,60.46713674512901,2
3627,M,0.715,0.525,0.2,1.89,0.95,0.436,0.4305,10,211,124,11.406832298136646,1.9791771150804358,2
1440,I,0.405,0.29,0.09,0.2825,0.112,0.075,0.0815,7,190,110,9.333333333333334,5.444444444444447,2
1955,F,0.645,0.51,0.18,1.6195,0.7815,0.322,0.4675,12,209,123,11.223938223938225,0.6022718802641569,2
2831,M,0.535,0.405,0.14,0.818,0.402,0.1715,0.189,7,211,124,11.406832298136646,19.42017090390031,2
2399,F,0.53,0.43,0.17,0.775,0.35,0.152,0.235,17,209,123,11.223938223938225,33.36288964088191,2
3333,I,0.45,0.36,0.125,0.45,0.191,0.0865,0.145,12,190,110,9.333333333333334,7.111111111111108,2
3297,M,0.645,0.5,0.19,1.229,0.524,0.278,0.395,17,211,124,11.406832298136646,31.283524941167396,2
2990,F,0.59,0.44,0.14,1.007,0.4775,0.2105,0.2925,9,209,123,11.223938223938225,4.945901223893506,2
3715,M,0.78,0.6,0.21,2.548,1.1945,0.5745,0.6745,11,211,124,11.406832298136646,0.16551251880714454,2
3251,I,0.455,0.375,0.125,0.533,0.233,0.106,0.185,8,190,110,9.333333333333334,1.7777777777777795,2
3885,I,0.41,0.33,0.105,0.335,0.1525,0.074,0.11,7,190,110,9.333333333333334,5.444444444444447,2
240,M,0.565,0.425,0.16,0.9425,0.3495,0.2185,0.275,17,211,124,11.406832298136646,31.283524941167396,2
1910,F,0.58,0.5,0.165,0.925,0.37,0.185,0.3005,10,209,123,11.223938223938225,1.4980247760170562,2
1355,F,0.6,0.465,0.155,1.04,0.4755,0.25,0.28,11,209,123,11.223938223938225,0.05014832814060653,2
680,I,0.37,0.275,0.1,0.2295,0.0885,0.0465,0.07,7,190,110,9.333333333333334,5.444444444444447,2
1417,M,0.705,0.565,0.515,2.21,1.1075,0.4865,0.512,10,211,124,11.406832298136646,1.9791771150804358,2
848,F,0.55,0.43,0.125,0.923,0.4035,0.175,0.283,8,159,84,10.444444444444445,5.975308641975309,2
524,M,0.235,0.16,0.06,0.0545,0.0265,0.0095,0.015,4,178,100,10.0,36.0,2
3368,I,0.61,0.48,0.165,1.097,0.4215,0.264,0.335,13,213,125,12.090909090909092,0.8264462809917341,2
3017,I,0.435,0.325,0.105,0.335,0.136,0.065,0.115,8,190,110,9.333333333333334,1.7777777777777795,2
1509,F,0.645,0.505,0.165,1.318,0.55,0.3015,0.335,11,209,123,11.223938223938225,0.05014832814060653,2
1615,I,0.55,0.425,0.15,0.7665,0.339,0.176,0.21,8,213,125,12.090909090909092,16.735537190082653,2
1666,F,0.605,0.47,0.155,0.974,0.393,0.224,0.3345,9,209,123,11.223938223938225,4.945901223893506,2
2917,M,0.595,0.46,0.17,1.1295,0.57,0.2555,0.265,10,211,124,11.406832298136646,1.9791771150804358,2
2620,F,0.695,0.55,0.155,1.8495,0.767,0.442,0.4175,10,209,123,11.223938223938225,1.4980247760170562,2
2199,F,0.68,0.55,0.2,1.596,0.525,0.4075,0.585,21,209,123,11.223938223938225,95.5713838493761,2
1036,F,0.66,0.505,0.185,1.528,0.69,0.3025,0.441,11,209,123,11.223938223938225,0.05014832814060653,2
798,M,0.52,0.42,0.16,0.745,0.255,0.157,0.2885,11,211,124,11.406832298136646,0.16551251880714454,2
1968,M,0.665,0.525,0.18,1.429,0.6715,0.29,0.4,12,211,124,11.406832298136646,0.3518479225338532,2
815,I,0.325,0.25,0.08,0.1735,0.0765,0.0345,0.049,7,190,110,9.333333333333334,5.444444444444447,2
3151,F,0.665,0.5,0.175,1.742,0.595,0.3025,0.725,21,209,123,11.223938223938225,95.5713838493761,2
675,F,0.52,0.395,0.18,0.64,0.158,0.11,0.245,22,209,123,11.223938223938225,116.12350740149967,2
2504,I,0.31,0.24,0.105,0.2885,0.118,0.065,0.083,6,190,110,9.333333333333334,11.111111111111114,2
724,M,0.465,0.36,0.08,0.488,0.191,0.125,0.155,11,178,100,10.0,1.0,2
3701,M,0.66,0.51,0.18,1.261,0.5,0.2335,0.339,10,211,124,11.406832298136646,1.9791771150804358,2
83,M,0.595,0.475,0.16,1.3175,0.408,0.234,0.58,21,211,124,11.406832298136646,92.02886655607423,2
1874,I,0.535,0.455,0.14,1.0015,0.53,0.1765,0.244,9,213,125,12.090909090909092,9.553719008264467,2
2533,M,0.63,0.5,0.185,1.362,0.5785,0.3125,0.384,10,211,124,11.406832298136646,1.9791771150804358,2
2380,M,0.175,0.135,0.04,0.0305,0.011,0.0075,0.01,5,178,100,10.0,25.0,2
4008,M,0.585,0.455,0.155,1.133,0.5515,0.223,0.305,12,211,124,11.406832298136646,0.3518479225338532,2
652,I,0.47,0.35,0.13,0.466,0.1845,0.099,0.145,11,190,110,9.333333333333334,2.777777777777776,2
1896,M,0.57,0.44,0.175,0.9415,0.3805,0.2285,0.283,9,211,124,11.406832298136646,5.792841711353727,2
824,I,0.385,0.3,0.1,0.2895,0.1215,0.063,0.09,7,190,110,9.333333333333334,5.444444444444447,2
2633,I,0.425,0.33,0.115,0.3265,0.1315,0.077,0.103,6,190,110,9.333333333333334,11.111111111111114,2
1124,F,0.55,0.43,0.15,0.84,0.395,0.195,0.223,8,209,123,11.223938223938225,10.393777671769955,2
578,I,0.58,0.445,0.15,0.8865,0.383,0.209,0.255,11,213,125,12.090909090909092,1.190082644628101,2
4171,M,0.56,0.43,0.155,0.8675,0.4,0.172,0.229,8,211,124,11.406832298136646,11.606506307627019,2
2136,F,0.56,0.425,0.125,0.932,0.361,0.213,0.335,9,159,84,10.444444444444445,2.08641975308642,2
179,M,0.58,0.475,0.15,0.97,0.385,0.2165,0.35,11,211,124,11.406832298136646,0.16551251880714454,2
3232,M,0.485,0.41,0.15,0.696,0.2405,0.1625,0.265,13,211,124,11.406832298136646,2.5381833262605618,2
469,M,0.675,0.555,0.2,1.4385,0.545,0.2665,0.465,21,211,124,11.406832298136646,92.02886655607423,2
3550,M,0.505,0.39,0.115,0.5585,0.2575,0.119,0.1535,8,178,100,10.0,4.0,2
2607,F,0.625,0.49,0.165,1.127,0.477,0.2365,0.3185,9,209,123,11.223938223938225,4.945901223893506,2
1581,I,0.5,0.39,0.12,0.5955,0.2455,0.147,0.173,8,190,110,9.333333333333334,1.7777777777777795,2
1990,I,0.28,0.2,0.065,0.0895,0.036,0.0185,0.03,7,190,110,9.333333333333334,5.444444444444447,2
4061,M,0.62,0.465,0.145,0.911,0.375,0.2145,0.278,10,211,124,11.406832298136646,1.9791771150804358,2
2527,M,0.595,0.49,0.185,1.185,0.482,0.2015,0.361,10,211,124,11.406832298136646,1.9791771150804358,2
2662,F,0.57,0.45,0.18,0.908,0.4015,0.217,0.255,9,209,123,11.223938223938225,4.945901223893506,2
2819,I,0.375,0.265,0.095,0.196,0.085,0.042,0.0585,5,190,110,9.333333333333334,18.777777777777782,2
998,F,0.59,0.455,0.145,1.063,0.5155,0.2445,0.25,8,209,123,11.223938223938225,10.393777671769955,2
1021,M,0.64,0.505,0.155,1.4025,0.705,0.2655,0.335,10,211,124,11.406832298136646,1.9791771150804358,2
1457,F,0.475,0.365,0.115,0.566,0.281,0.117,0.1335,7,159,84,10.444444444444445,11.8641975308642,2
2492,F,0.475,0.38,0.145,0.57,0.167,0.118,0.187,11,209,123,11.223938223938225,0.05014832814060653,2
1452,I,0.47,0.345,0.14,0.4615,0.229,0.1105,0.116,9,213,125,12.090909090909092,9.553719008264467,2
911,I,0.34,0.25,0.07,0.2225,0.104,0.0425,0.055,7,190,110,9.333333333333334,5.444444444444447,2
3479,I,0.44,0.33,0.11,0.38,0.197,0.079,0.09,7,190,110,9.333333333333334,5.444444444444447,2
632,M,0.46,0.365,0.125,0.467,0.1895,0.0945,0.158,10,178,100,10.0,0.0,2
174,I,0.235,0.16,0.04,0.048,0.0185,0.018,0.015,5,190,110,9.333333333333334,18.777777777777782,2
2491,F,0.515,0.395,0.165,0.7565,0.1905,0.17,0.3205,10,209,123,11.223938223938225,1.4980247760170562,2
878,F,0.635,0.485,0.165,1.2945,0.668,0.2605,0.2715,9,209,123,11.223938223938225,4.945901223893506,2
2465,M,0.5,0.39,0.13,0.709,0.275,0.168,0.18,11,178,100,10.0,1.0,2
497,F,0.605,0.485,0.165,1.0105,0.435,0.209,0.3,19,209,123,11.223938223938225,60.46713674512901,2
1102,M,0.5,0.39,0.125,0.5215,0.2485,0.117,0.131,6,178,100,10.0,16.0,2
365,M,0.63,0.515,0.16,1.016,0.4215,0.244,0.355,19,211,124,11.406832298136646,57.65619574862082,2
2557,I,0.39,0.295,0.1,0.279,0.1155,0.059,0.08,7,190,110,9.333333333333334,5.444444444444447,2
2849,M,0.63,0.49,0.165,1.2005,0.575,0.273,0.294,10,211,124,11.406832298136646,1.9791771150804358,2
600,I,0.535,0.42,0.145,0.926,0.398,0.1965,0.25,17,213,125,12.090909090909092,24.099173553719,2
1381,F,0.625,0.505,0.175,1.15,0.5475,0.256,0.3045,11,209,123,11.223938223938225,0.05014832814060653,2
2584,M,0.54,0.435,0.14,0.7345,0.33,0.1595,0.213,9,211,124,11.406832298136646,5.792841711353727,2
2954,M,0.645,0.495,0.19,1.539,0.6115,0.408,0.445,12,211,124,11.406832298136646,0.3518479225338532,2
34,F,0.705,0.55,0.2,1.7095,0.633,0.4115,0.49,13,209,123,11.223938223938225,3.154395432387707,2
223,F,0.445,0.355,0.15,0.485,0.181,0.125,0.155,11,209,123,11.223938223938225,0.05014832814060653,2
1719,M,0.65,0.525,0.185,1.488,0.665,0.337,0.378,11,211,124,11.406832298136646,0.16551251880714454,2
3657,M,0.535,0.405,0.14,0.7315,0.336,0.156,0.19,7,211,124,11.406832298136646,19.42017090390031,2
204,M,0.42,0.335,0.115,0.369,0.171,0.071,0.12,8,178,100,10.0,4.0,2
805,M,0.405,0.305,0.12,0.3185,0.1235,0.0905,0.095,7,178,100,10.0,9.0,2
1162,M,0.61,0.485,0.145,1.3305,0.783,0.2255,0.2865,9,211,124,11.406832298136646,5.792841711353727,2
781,M,0.505,0.385,0.15,0.6415,0.246,0.152,0.215,12,211,124,11.406832298136646,0.3518479225338532,2
899,I,0.295,0.23,0.08,0.1625,0.065,0.05,0.0385,5,190,110,9.333333333333334,18.777777777777782,2
690,M,0.5,0.375,0.15,0.636,0.2535,0.145,0.19,10,211,124,11.406832298136646,1.9791771150804358,2
2124,M,0.385,0.295,0.095,0.335,0.147,0.094,0.09,7,178,100,10.0,9.0,2
373,F,0.7,0.575,0.17,1.31,0.5095,0.314,0.42,14,209,123,11.223938223938225,7.706518984511257,2
3212,F,0.585,0.46,0.17,1.0835,0.3745,0.326,0.325,14,209,123,11.223938223938225,7.706518984511257,2
3196,I,0.325,0.245,0.075,0.1495,0.0605,0.033,0.045,5,190,110,9.333333333333334,18.777777777777782,2
350,F,0.61,0.495,0.185,1.153,0.536,0.2905,0.245,8,209,123,11.223938223938225,10.393777671769955,2
2850,M,0.63,0.485,0.16,1.243,0.623,0.275,0.3,10,211,124,11.406832298136646,1.9791771150804358,2
533,F,0.435,0.335,0.11,0.38,0.1695,0.086,0.11,9,159,84,10.444444444444445,2.08641975308642,2
1082,I,0.435,0.345,0.115,0.418,0.222,0.0735,0.106,7,190,110,9.333333333333334,5.444444444444447,2
1739,M,0.675,0.525,0.16,1.2835,0.572,0.2755,0.3545,13,211,124,11.406832298136646,2.5381833262605618,2
1857,I,0.505,0.4,0.145,0.7045,0.334,0.1425,0.207,8,213,125,12.090909090909092,16.735537190082653,2
2724,I,0.385,0.285,0.085,0.244,0.1215,0.0445,0.068,8,190,110,9.333333333333334,1.7777777777777795,2
1833,I,0.405,0.3,0.09,0.269,0.103,0.067,0.11,6,190,110,9.333333333333334,11.111111111111114,2
1382,F,0.625,0.515,0.16,1.264,0.5715,0.326,0.321,9,209,123,11.223938223938225,4.945901223893506,2
2767,I,0.56,0.44,0.14,0.825,0.402,0.139,0.245,10,213,125,12.090909090909092,4.371900826446284,2
2011,M,0.45,0.33,0.105,0.4955,0.2575,0.082,0.129,8,178,100,10.0,4.0,2
494,M,0.625,0.5,0.195,1.369,0.5875,0.2185,0.37,17,211,124,11.406832298136646,31.283524941167396,2
176,I,0.315,0.21,0.06,0.125,0.06,0.0375,0.035,5,190,110,9.333333333333334,18.777777777777782,2
1319,I,0.555,0.425,0.145,0.7905,0.3485,0.1765,0.225,9,213,125,12.090909090909092,9.553719008264467,2
2972,M,0.72,0.58,0.19,2.0885,0.9955,0.478,0.5305,13,211,124,11.406832298136646,2.5381833262605618,2
1828,I,0.35,0.265,0.08,0.2,0.09,0.042,0.06,7,190,110,9.333333333333334,5.444444444444447,2
2968,F,0.68,0.505,0.17,1.3435,0.657,0.297,0.355,12,209,123,11.223938223938225,0.6022718802641569,2
1430,I,0.23,0.165,0.06,0.0515,0.019,0.0145,0.036,4,190,110,9.333333333333334,28.44444444444445,2
133,I,0.35,0.26,0.095,0.211,0.086,0.056,0.068,7,190,110,9.333333333333334,5.444444444444447,2
4012,F,0.62,0.465,0.14,1.011,0.479,0.2385,0.255,8,209,123,11.223938223938225,10.393777671769955,2
1972,M,0.68,0.54,0.19,1.623,0.7165,0.354,0.4715,12,211,124,11.406832298136646,0.3518479225338532,2
2135,M,0.565,0.425,0.1,0.7145,0.3055,0.166,0.18,12,178,100,10.0,4.0,2
1194,F,0.7,0.525,0.19,1.6465,0.8545,0.307,0.3995,9,209,123,11.223938223938225,4.945901223893506,2
3583,F,0.625,0.5,0.175,1.273,0.564,0.302,0.374,9,209,123,11.223938223938225,4.945901223893506,2
2689,M,0.645,0.515,0.16,1.1845,0.506,0.311,0.335,9,211,124,11.406832298136646,5.792841711353727,2
2149,M,0.27,0.195,0.07,0.106,0.0465,0.018,0.036,7,178,100,10.0,9.0,2
2122,F,0.435,0.35,0.12,0.4585,0.192,0.1,0.13,11,159,84,10.444444444444445,0.30864197530864174,2
2923,F,0.605,0.495,0.17,1.0915,0.4365,0.2715,0.335,13,209,123,11.223938223938225,3.154395432387707,2
2590,F,0.58,0.445,0.145,0.888,0.41,0.1815,0.2425,8,209,123,11.223938223938225,10.393777671769955,2
3587,M,0.635,0.495,0.17,1.3695,0.657,0.3055,0.365,10,211,124,11.406832298136646,1.9791771150804358,2
3601,I,0.37,0.285,0.095,0.226,0.1135,0.0515,0.0675,8,190,110,9.333333333333334,1.7777777777777795,2
1711,M,0.645,0.51,0.16,1.33,0.6665,0.309,0.317,9,211,124,11.406832298136646,5.792841711353727,2
1702,F,0.635,0.49,0.17,1.2615,0.5385,0.2665,0.38,9,209,123,11.223938223938225,4.945901223893506,2
3925,F,0.47,0.35,0.115,0.487,0.1955,0.127,0.155,8,159,84,10.444444444444445,5.975308641975309,2
3645,I,0.475,0.335,0.1,0.4425,0.1895,0.086,0.135,9,190,110,9.333333333333334,0.11111111111111151,2
2486,F,0.49,0.4,0.145,0.6635,0.21,0.1295,0.2515,13,209,123,11.223938223938225,3.154395432387707,2
3465,F,0.64,0.48,0.195,1.1435,0.4915,0.2345,0.353,9,209,123,11.223938223938225,4.945901223893506,2
417,M,0.63,0.515,0.165,1.352,0.488,0.349,0.45,20,211,124,11.406832298136646,73.84253115234752,2
2712,I,0.21,0.15,0.045,0.04,0.0135,0.008,0.0105,4,190,110,9.333333333333334,28.44444444444445,2
647,M,0.48,0.375,0.145,0.777,0.216,0.13,0.17,9,211,124,11.406832298136646,5.792841711353727,2
3731,F,0.55,0.415,0.18,1.1655,0.502,0.301,0.311,9,209,123,11.223938223938225,4.945901223893506,2
641,I,0.62,0.485,0.18,1.1785,0.4675,0.2655,0.39,13,213,125,12.090909090909092,0.8264462809917341,2
2401,F,0.585,0.415,0.155,0.6985,0.3,0.146,0.195,12,209,123,11.223938223938225,0.6022718802641569,2
2271,F,0.52,0.41,0.17,0.8705,0.3735,0.219,0.25,14,209,123,11.223938223938225,7.706518984511257,2
180,M,0.57,0.48,0.18,0.9395,0.399,0.2,0.295,14,211,124,11.406832298136646,6.72451872998727,2
1092,I,0.46,0.35,0.115,0.4155,0.18,0.098,0.1175,7,190,110,9.333333333333334,5.444444444444447,2
2344,M,0.67,0.55,0.17,1.247,0.472,0.2455,0.4,21,211,124,11.406832298136646,92.02886655607423,2
43,I,0.205,0.15,0.055,0.042,0.0255,0.015,0.012,5,190,110,9.333333333333334,18.777777777777782,2
4144,M,0.67,0.535,0.19,1.669,0.7465,0.2935,0.508,11,211,124,11.406832298136646,0.16551251880714454,2
730,M,0.525,0.4,0.13,0.8295,0.2405,0.1825,0.275,11,178,100,10.0,1.0,2
3307,F,0.45,0.325,0.135,0.438,0.1805,0.1165,0.11,9,159,84,10.444444444444445,2.08641975308642,2
