,X,Y,FFMC,DMC,DC,ISI,temp,RH,wind,rain,apr,aug,dec,feb,jan,jul,jun,mar,may,nov,oct,sep,fri,mon,sat,sun,thu,tue,wed,Class,estimatedOutput,lossValue,testID
387,5,5,0.9328165374677004,0.06133700895933838,0.018100082810836388,0.3524229074889868,0.2517985611510792,0.35802469135802467,0.5294117647058824,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.5127120628366775,0.09272944028388706,Train1
62,2,2,0.9599483204134368,0.2556857339765679,0.5338932923222525,0.3392070484581498,0.5107913669064749,0.19753086419753085,0.47058823529411764,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.5127120626811916,0.5789643934994572,Train1
147,8,3,0.8488372093023258,0.24913852515506552,0.7767656453330178,0.14096916299559473,0.7050359712230218,0.1111111111111111,0.31764705882352945,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.6729444732424258,0.5127120628366775,0.4515054150512516,Train1
492,1,3,0.9974160206718348,0.5406616126809097,0.7314562877085059,0.49779735682819387,1.0,0.09876543209876543,0.15294117647058827,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.5127120627760849,0.6957826354737379,Train1
374,6,5,0.9250645994832042,0.9955203308063404,0.9937300366733703,0.3259911894273128,0.20503597122302164,0.7283950617283951,0.3647058823529412,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2.9601050959108397,0.5127120628366775,0.14675939616468983,Train1
315,3,4,0.9366925064599484,0.4603721571330117,0.9490121850230687,0.31718061674008813,0.5000000000000001,0.13580246913580246,0.21176470588235297,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.5127120628366771,0.2159424639101149,Train1
133,4,6,0.9689922480620156,0.2749827705031014,0.792499704247013,0.7885462555066078,0.46762589928057563,0.2839506172839506,0.25882352941176473,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.5127120628366775,0.19787905750856588,Train1
416,6,3,0.9560723514211887,0.5616815988973122,0.6630781970897905,0.39207048458149785,0.7805755395683455,0.24691358024691357,0.25882352941176473,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.081938421878423,0.5127120628366775,0.1803576016399866,Train1
407,4,5,0.8527131782945737,0.02446588559614059,0.046965574352300955,0.1277533039647577,0.34532374100719426,0.3333333333333333,0.3647058823529412,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.5127120628366775,0.13100174260463052,Train1
419,2,5,0.9418604651162791,0.6209510682288079,0.7070862415710398,0.33480176211453744,0.7266187050359714,0.20987654320987653,0.3647058823529412,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.3987168811184478,0.5127120628366775,0.3682107394969216,Train1
375,6,5,0.9366925064599484,0.321157822191592,0.8625340115935171,0.37004405286343617,0.3884892086330936,0.4691358024691358,0.47058823529411764,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3.6975913947159578,0.5127120628366775,0.12039403197324774,Train1
362,7,4,0.8979328165374678,0.18642315644383184,0.8482195670176268,0.5110132158590308,0.381294964028777,0.5555555555555556,0.25882352941176473,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.41871033485818504,0.5127120628366775,0.2223143906294147,Train1
20,6,4,0.934108527131783,0.44245348035837356,0.8012539926653259,0.30837004405286345,0.49280575539568355,0.25925925925925924,0.21176470588235297,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.5127120628366775,0.10619684619159167,Train1
63,2,2,0.9237726098191216,0.339421088904204,0.7286170590322962,0.2775330396475771,0.5827338129496404,0.1728395061728395,0.21176470588235297,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.5127120627125581,0.5672896408580752,Train1
339,2,4,0.9418604651162791,0.36974500344589945,0.8857210457825624,0.27312775330396477,0.5683453237410072,0.2716049382716049,0.10588235294117647,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.9042181506398859,0.5127120628366441,0.40518638501621596,Train1
165,6,5,0.8552971576227392,0.0589248793935217,0.046965574352300955,0.13215859030837004,0.025179856115107924,0.6296296296296297,0.4235294117647059,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.144222799920162,0.5127120628366775,0.1368228011557466,Train1
167,6,5,0.9987080103359174,0.4341833218470021,0.656808233763161,0.7268722466960352,0.6762589928057554,0.1728395061728395,0.4235294117647059,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.2556160374777743,0.5127120628366775,0.08667913406853318,Train1
71,4,5,0.9767441860465117,0.2894555478980014,0.8008990890807997,0.7004405286343612,0.4712230215827338,0.2222222222222222,0.31764705882352945,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.5127120628366775,0.12138180089208192,Train1
391,8,6,0.9354005167958657,0.3108201240523777,0.8550810363184669,0.31718061674008813,0.5791366906474821,0.3333333333333333,0.21176470588235297,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3.4397768636296306,0.5127120628366775,0.4646736860117855,Train1
329,4,3,0.9496124031007753,0.34872501722949695,0.8709333964273039,0.37004405286343617,0.6798561151079137,0.09876543209876543,0.3647058823529412,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.4655675420143985,0.5127120628366768,0.18914206107185835,Train1
92,8,6,0.9509043927648579,0.290144727773949,0.5592097480184549,0.6475770925110133,0.5827338129496404,0.16049382716049382,0.6352941176470588,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.5127120628366775,0.4315402427435483,Train1
297,8,6,0.9263565891472869,0.3046175051688491,0.32591979178989705,0.28193832599118945,0.3884892086330936,0.32098765432098764,0.15294117647058827,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.5127120628366775,0.459870121410954,Train1
283,3,4,0.8811369509043929,0.018952446588559616,0.0040222406246303065,0.14096916299559473,0.15107913669064754,0.19753086419753085,0.25882352941176473,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7419373447293773,0.5127120628366765,0.2260207313921095,Train1
242,2,4,0.9754521963824291,0.41764300482425915,0.6797586655625222,0.5682819383259913,0.3884892086330936,0.5802469135802469,0.3647058823529412,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.4096441652874536,0.5127120628366606,0.3639614214114275,Train1
453,4,5,0.9134366925064601,0.9135079255685733,0.9322134153554951,0.24669603524229075,0.460431654676259,0.43209876543209874,0.25882352941176473,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.5127120628366775,0.11954393961895707,Train1
348,3,4,0.9483204134366925,0.3373535492763612,0.8635987223470957,0.42290748898678415,0.460431654676259,0.4691358024691358,0.4235294117647059,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.5127120628366771,0.22338793202158028,Train1
448,7,4,0.9173126614987082,0.977946243969676,0.9803620016562167,0.44493392070484583,0.21223021582733817,0.7160493827160493,0.3647058823529412,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.5127120628366775,0.2329364404079267,Train1
245,3,4,0.9444444444444444,0.5995864920744315,0.8108363894475334,0.6079295154185023,0.7985611510791368,0.2345679012345679,0.6352941176470588,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5653138090500605,0.5127120628366775,0.1986498658677324,Train1
508,1,2,0.934108527131783,0.571330117160579,0.8722347095705667,0.31277533039647576,0.7661870503597122,0.2716049382716049,0.31764705882352945,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.5127120582082684,0.8263443313071617,Train1
483,8,6,0.984496124031008,0.4452101998621641,0.6764462321069443,0.6211453744493393,0.9496402877697843,0.09876543209876543,0.5294117647058824,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.5127120628366775,0.4389461216960825,Train1
196,6,5,0.8113695090439277,0.027567195037904894,0.0472021767419851,0.11894273127753305,0.04316546762589929,0.43209876543209874,0.5764705882352941,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.4790562361098245,0.5127120628366775,0.14218913939608127,Train1
437,8,6,0.9134366925064601,0.8700895933838733,0.8909262983556133,0.42731277533039647,0.34532374100719426,0.6666666666666666,0.21176470588235297,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.5127120628366775,0.45991430884779033,Train1
319,5,4,0.9573643410852714,0.4062715368711234,0.9087897787767656,0.3303964757709251,0.6115107913669066,0.1111111111111111,0.6352941176470588,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.6882490928583902,0.5127120628366775,0.09301653703111215,Train1
381,8,6,0.930232558139535,0.6650585802894555,0.7425766000236602,0.29955947136563876,0.4172661870503597,0.5432098765432098,0.21176470588235297,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.8524391037275145,0.5127120628366775,0.4514063928579143,Train1
49,4,4,0.8901808785529716,0.17608545830461753,0.10469655743523008,0.22026431718061676,0.23021582733812954,0.3333333333333333,0.5764705882352941,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.5127120628366775,0.12546477293646707,Train1
102,2,4,0.9832041343669251,0.3694004135079256,0.7474269490121851,0.748898678414097,0.5575539568345325,0.25925925925925924,0.3647058823529412,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.512712062836658,0.36543324961177653,Train1
155,7,4,0.9832041343669251,0.3694004135079256,0.7474269490121851,0.748898678414097,0.4244604316546763,0.345679012345679,0.047058823529411764,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9400072584914712,0.5127120628366775,0.1920299037247494,Train1
13,6,5,0.9328165374677004,0.43211578221915925,0.7940376197799598,0.30837004405286345,0.6007194244604318,0.2839506172839506,0.15294117647058827,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.5127120628366775,0.12467883850422262,Train1
202,7,4,0.8423772609819122,0.026188835286009647,0.019874600733467408,0.09251101321585904,0.15107913669064754,0.6049382716049383,0.15294117647058827,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.642622395779755,0.5127120628366775,0.22775034484123288,Train1
157,2,2,0.9483204134366925,0.3793935217091661,0.7557080326511298,0.42290748898678415,0.49640287769784175,0.32098765432098764,0.31764705882352945,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9669838461896731,0.5127120627582125,0.5639582575492789,Train1
511,8,6,0.8126614987080103,0.19159200551343902,0.7693126700579676,0.08370044052863436,0.8345323741007196,0.19753086419753085,0.21176470588235297,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.5127120628366775,0.4402023350566797,Train1
504,4,3,0.979328165374677,0.4765678842177809,0.7971134508458536,0.881057268722467,0.8741007194244604,0.12345679012345678,0.47058823529411764,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.923753928303845,0.5127120628366775,0.16487096041617197,Train1
110,4,4,0.868217054263566,0.06340454858718125,0.04968650183366852,0.12334801762114538,0.3273381294964029,0.2962962962962963,0.5764705882352941,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.5127120628366775,0.12411696874258869,Train1
174,1,4,0.9237726098191216,0.33011716057891116,0.7203359753933515,0.39207048458149785,0.34532374100719426,0.41975308641975306,0.10588235294117647,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5040773967762742,0.512712062835085,0.6187304801657697,Train1
392,1,3,0.934108527131783,0.9483115093039283,0.9580030758310659,0.31277533039647576,0.6223021582733813,0.2962962962962963,0.3647058823529412,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4.27332721775054,0.5127120627605859,0.711192337688774,Train1
359,1,4,0.9534883720930233,0.41660923501033775,0.9161244528569739,0.44933920704845814,0.5935251798561152,0.24691358024691357,0.15294117647058827,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2.21046980408624,0.5127120628353994,0.6420604102123899,Train1
240,6,3,0.8953488372093024,0.05547898001378359,0.033360936945463146,0.16740088105726872,0.381294964028777,0.3950617283950617,0.21176470588235297,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.5127120628366775,0.18231491697454585,Train1
25,7,4,0.9392764857881138,0.4869055823569952,0.69336330296936,0.4669603524229075,0.4208633093525181,0.5061728395061729,0.5294117647058824,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.5127120628366775,0.18684363580766225,Train1
325,1,4,0.9496124031007753,0.34872501722949695,0.8709333964273039,0.37004405286343617,0.7050359712230218,0.09876543209876543,0.25882352941176473,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.5127120628349273,0.6426688650236829,Train1
95,4,4,0.9173126614987082,0.30634045485871814,0.8152135336566899,0.21145374449339208,0.4748201438848922,0.5555555555555556,0.047058823529411764,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.5127120628366775,0.11328349415172671,Train1
349,5,4,0.9483204134366925,0.3373535492763612,0.8635987223470957,0.42290748898678415,0.29496402877697847,0.5555555555555556,0.31764705882352945,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.9707789171582248,0.5127120628366775,0.0862615984912587,Train1
2,7,4,0.9289405684754521,0.14679531357684356,0.794510824559328,0.29515418502202645,0.3597122302158274,0.1728395061728395,0.047058823529411764,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.5127120628366775,0.23405561572370073,Train1
467,3,4,0.9237726098191216,0.05995864920744314,0.030521708269253517,0.32158590308370044,0.23741007194244607,0.2716049382716049,0.5294117647058824,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.8794650496471605,0.5127120628366768,0.21440822250567382,Train1
225,4,4,0.9664082687338502,0.5106822880771882,0.8438424228084703,0.3568281938325991,0.658273381294964,0.24691358024691357,0.47058823529411764,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3.902982260775997,0.5127120628366775,0.10929789517706513,Train1
269,4,4,0.9483204134366925,0.5220537560303239,0.7605583816396546,0.6299559471365639,0.5215827338129497,0.41975308641975306,0.21176470588235297,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.6863989535702288,0.5127120628366775,0.088232924386,Train1
124,3,4,0.9767441860465117,0.2894555478980014,0.8008990890807997,0.7004405286343612,0.5467625899280576,0.38271604938271603,0.5294117647058824,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.5127120628366771,0.22439527520837083,Train1
275,4,6,0.851421188630491,0.08718125430737422,0.3983201230332426,0.0881057268722467,0.01798561151079137,0.5185185185185185,0.47058823529411764,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.8531680973566984,0.5127120628366775,0.2151208729259583,Train1
411,7,4,0.851421188630491,0.007236388697450035,0.03347923814030521,0.14537444933920704,0.12949640287769784,0.41975308641975306,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.7263316639055997,0.5127120628366775,0.24745299411856772,Train1
44,4,4,0.9224806201550387,0.2818745692625776,0.8522418076422572,0.27312775330396477,0.2985611510791367,0.6790123456790124,0.47058823529411764,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.5127120628366775,0.11263367848879662,Train1
479,7,4,0.9108527131782946,0.35423845623707795,0.49248787412752865,0.28193832599118945,0.6474820143884893,0.4691358024691358,0.47058823529411764,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.633109621361155,0.5127120628366775,0.2277702407102598,Train1
284,5,4,0.8591731266149871,0.013094417643004825,0.0005915059742103394,0.2775330396475771,0.10431654676258995,0.3333333333333333,0.8352941176470587,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.228430037673012,0.5127120628366775,0.10423838529716883,Train1
118,3,4,0.9224806201550387,0.1330117160578911,0.08434875192239441,0.27312775330396477,0.21582733812949642,0.13580246913580246,0.3647058823529412,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.5127120628366764,0.23018332784581524,Train1
295,7,5,0.9612403100775194,0.6178497587870435,0.4915414645687921,0.4845814977973568,0.6330935251798562,0.35802469135802467,0.047058823529411764,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.519656847818238,0.21002508591135183,Test2
510,6,5,0.934108527131783,0.571330117160579,0.8722347095705667,0.31277533039647576,0.4892086330935252,0.5308641975308642,0.5294117647058824,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.35767444427181594,0.519656847818238,0.09570533538782913,Test2
379,4,5,0.0,0.0,0.18466816514846798,0.0,0.021582733812949662,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.519656847818238,0.2314699722903761,Test2
351,4,4,0.9483204134366925,0.3373535492763612,0.8635987223470957,0.42290748898678415,0.3884892086330936,0.41975308641975306,0.6352941176470588,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2.1174596088673567,0.519656847818238,0.11691972012645176,Test2
40,4,4,0.7855297157622739,0.20503101309441765,0.41571039867502657,0.06607929515418502,0.6726618705035973,0.2222222222222222,0.25882352941176473,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.5196568478182378,0.14227090558800695,Test2
431,1,3,0.9483204134366925,0.609579600275672,0.6979770495682006,0.42290748898678415,0.6726618705035973,0.25925925925925924,0.3647058823529412,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.9960599327407849,0.5196568478319763,0.7275816135182347,Test2
373,5,4,0.9832041343669251,0.7625775327360442,0.80835206435585,0.6123348017621145,0.564748201438849,0.2839506172839506,0.21176470588235297,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.519656847818238,0.057433472312749465,Test2
281,6,5,0.8617571059431526,0.0837353549276361,0.395599195551875,0.1145374449339207,0.01798561151079137,0.06172839506172839,0.8941176470588235,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.2492110246642736,0.519656847818238,0.14699144874639805,Test2
477,4,3,0.9689922480620156,0.3452791178497588,0.48278717615047906,0.6475770925110133,0.7733812949640289,0.32098765432098764,0.3647058823529412,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.1234584270966104,0.5196568478182371,0.1911718161604127,Test2
312,2,4,0.4095607235142119,0.15541006202618884,0.8178161599432154,0.01762114537444934,0.2733812949640288,0.7283950617283951,0.6352941176470588,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.5196568478182181,0.44924928895483035,Test2
442,6,5,0.8940568475452197,0.08201240523776705,0.031113214243463857,0.1629955947136564,0.22661870503597129,0.5555555555555556,0.25882352941176473,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.4701758451005926,0.519656847818238,0.13805881105816972,Test2
406,6,5,0.8837209302325582,1.0,1.0,0.1762114537444934,0.44604316546762596,0.5925925925925926,0.47058823529411764,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.599387576580599,0.519656847818238,0.11218340380603872,Test2
428,1,3,0.9832041343669251,0.7625775327360442,0.80835206435585,0.6123348017621145,0.7769784172661872,0.18518518518518517,0.5764705882352941,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.5196568478286477,0.7340247022861924,Test2
418,2,4,0.9470284237726099,0.6964162646450723,0.7680113569147048,0.3568281938325991,0.7302158273381295,0.2839506172839506,0.5294117647058824,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.235471471385307,0.5196568478182285,0.42285271747821024,Test2
377,2,2,0.9689922480620156,0.7925568573397657,0.8278717615047912,0.37004405286343617,0.6223021582733813,0.2839506172839506,0.15294117647058827,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.168379509433644,0.5196568478303483,0.5936925679877111,Test2
148,2,2,0.9832041343669251,0.3694004135079256,0.7474269490121851,0.748898678414097,0.460431654676259,0.2962962962962963,0.6823529411764706,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7275486072772778,0.5196568478302338,0.5962574462752941,Test2
125,3,4,0.9547803617571059,0.15644383184011026,0.8003075831065893,0.38766519823788553,0.5755395683453238,0.06172839506172839,0.5294117647058824,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.5196568478182372,0.2586098271800663,Test2
3,8,6,0.9431524547803619,0.11095796002756718,0.07358334319176624,0.39647577092511016,0.13309352517985618,0.9629629629629629,0.3647058823529412,0.03125,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.519656847818238,0.47140715782050874,Test2
179,8,6,0.9056847545219638,0.503790489317712,0.7088607594936709,0.39647577092511016,0.3525179856115109,0.5802469135802469,0.5294117647058824,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.8293763327993617,0.519656847818238,0.42122786741041573,Test2
191,2,5,0.9883720930232559,0.4500344589937974,0.6666272329350525,0.4581497797356828,0.7050359712230218,0.1111111111111111,0.21176470588235297,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.2700619012884857,0.5196568478182376,0.4343133499870576,Test2
397,5,6,0.9418604651162791,0.6209510682288079,0.7070862415710398,0.33480176211453744,0.70863309352518,0.1728395061728395,0.31764705882352945,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.5325568680981427,0.519656847818238,0.1626371102729352,Test2
334,2,3,0.9418604651162791,0.36974500344589945,0.8857210457825624,0.27312775330396477,0.4820143884892087,0.3950617283950617,0.5294117647058824,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.5196568478181139,0.4709484336356157,Test2
220,8,6,0.9237726098191216,0.339421088904204,0.7286170590322962,0.2775330396475771,0.4172661870503597,0.49382716049382713,0.25882352941176473,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.4986265269937014,0.519656847818238,0.41926997622703155,Test2
353,7,4,0.9483204134366925,0.3373535492763612,0.8635987223470957,0.42290748898678415,0.5467625899280576,0.345679012345679,0.21176470588235297,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.000631880307906,0.519656847818238,0.16414180562992078,Test2
214,4,4,0.9431524547803619,0.11957270847691247,0.07748728262155447,0.3436123348017621,0.44604316546762596,0.09876543209876543,0.47058823529411764,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.389799336709786,0.5196568478182378,0.13923772830114667,Test2
175,1,4,0.9237726098191216,0.33011716057891116,0.7203359753933515,0.39207048458149785,0.564748201438849,0.24691358024691357,0.47058823529411764,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.7101878155342434,0.5196568478181436,0.675485726728513,Test2
